smiles
C1=CC=C(C=C1)C=CO
C1=CC=C(C=C1)C=C[O-]
C1=CC=C(C=C1)C(=O)O
C1=CC=C(C=C1)C(=O)[O-]
C1=CC=C(C=C1)C=NO
C1=CC=C(C=C1)C(=O)N
C1=CC=C(C=C1)C=NN
C1=CC=C(C=C1)C=N[O-]
C1=CC=C(C=C1)C(=O)[N-]
C1=CC=C(C=C1)C=N[N-]
C1=CC=C(C=C1)C(=O)N[O-]
C1=CC=C(C=C1)OP(=O)(O)O
C1=CC=C(C=C1)OP(=O)(O)[O-]
C(C(=O)O)C(CC(=O)O)(O)O
C(C(=O)O)C(CC(=O)O)(N)O
C(C(=O)O)C(CC(=O)O)([O-])O
C(C(=O)O)C(CC(=O)O)([N-])O
C(C(=O)O)C(CC(=O)O)(CO)O
C(C(=O)O)C(CC(=O)O)(C[O-])O
C(C(=O)O)C(CC(=O)O)(C=N)O
C(C(=O)O)C(CC(=O)O)(CN)O
C(C(=O)O)C(CC(=O)O)(C=[N-])O
C(C(=O)O)C(CC(=O)O)(C[N-])O
C(C(=O)O)C(CC(=O)O)(C=CO)O
C(C(=O)O)C(CC(=O)O)(C=C[O-])O
C(C(=O)O)C(CC(=O)O)(C(=O)[O-])O
C(C(=O)O)C(CC(=O)O)(C=NO)O
C(C(=O)O)C(CC(=O)O)(C(=O)N)O
C(C(=O)O)C(CC(=O)O)(C=NN)O
C(C(=O)O)C(CC(=O)O)(C=N[O-])O
C(C(=O)O)C(CC(=O)O)(C(=O)[N-])O
C(C(=O)O)C(CC(=O)O)(C=N[N-])O
C(C(=O)O)C(CC(=O)O)(C(=O)NO)O
C(C(=O)O)C(CC(=O)O)(C(=O)N[O-])O
C(C(=O)O)C(CC(=O)O)(OP(=O)(O)O)O
C(C(=O)O)C(CC(=O)O)(OP(=O)(O)[O-])O
CCCCCCCCCCCCO
CCCCCCCCCCCCN
CCCCCCCCCCCC[O-]
CCCCCCCCCCCC[N-]
CCCCCCCCCCCCCO
CCCCCCCCCCCCC[O-]
CCCCCCCCCCCCC=N
CCCCCCCCCCCCCN
CCCCCCCCCCCCC=[N-]
CCCCCCCCCCCCC[N-]
CCCCCCCCCCCCC=CO
CCCCCCCCCCCCC=C[O-]
CCCCCCCCCCCCC(=O)O
CCCCCCCCCCCCC(=O)[O-]
CCCCCCCCCCCCC=NO
CCCCCCCCCCCCC(=O)N
CCCCCCCCCCCCC=NN
CCCCCCCCCCCCC=N[O-]
CCCCCCCCCCCCC(=O)[N-]
CCCCCCCCCCCCC=N[N-]
CCCCCCCCCCCCC(=O)NO
CCCCCCCCCCCCC(=O)N[O-]
CCCCCCCCCCCCOP(=O)(O)[O-]
CCCCCCCCCCCC(=O)N(C)CO.[Na+]
CCCCCCCCCCCC(=O)N(C)CN.[Na+]
CCCCCCCCCCCC(=O)N(C)C[O-].[Na+]
CCCCCCCCCCCC(=O)N(C)C[N-].[Na+]
CCCCCCCCCCCC(=O)N(C)CCO.[Na+]
CCCCCCCCCCCC(=O)N(C)CC[O-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC=N.[Na+]
CCCCCCCCCCCC(=O)N(C)CCN.[Na+]
CCCCCCCCCCCC(=O)N(C)CC=[N-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC[N-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC=CO.[Na+]
CCCCCCCCCCCC(=O)N(C)CC=C[O-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC(=O)O.[Na+]
CCCCCCCCCCCC(=O)N(C)CC=NO.[Na+]
CCCCCCCCCCCC(=O)N(C)CC(=O)N.[Na+]
CCCCCCCCCCCC(=O)N(C)CC=NN.[Na+]
CCCCCCCCCCCC(=O)N(C)CC=N[O-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC(=O)[N-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC=N[N-].[Na+]
CCCCCCCCCCCC(=O)N(C)CC(=O)NO.[Na+]
CCCCCCCCCCCC(=O)N(C)CC(=O)N[O-].[Na+]
CCCCCCCCCCCC(=O)N(C)COP(=O)(O)O.[Na+]
CCCCCCCCCCCC(=O)N(C)COP(=O)(O)[O-].[Na+]
CCCCCCCO
CCCCCCCN
CCCCCCC[O-]
CCCCCCC[N-]
CCCCCCCCO
CCCCCCCC[O-]
CCCCCCCC=N
CCCCCCCCN
CCCCCCCC=[N-]
CCCCCCCC[N-]
CCCCCCCC=CO
CCCCCCCC=C[O-]
CCCCCCCC(=O)O
CCCCCCCC(=O)[O-]
CCCCCCCC=NO
CCCCCCCC(=O)N
CCCCCCCC=NN
CCCCCCCC=N[O-]
CCCCCCCC(=O)[N-]
CCCCCCCC=N[N-]
CCCCCCCC(=O)N[O-]
CCCCCCCOP(=O)(O)O
CCCCCCCOP(=O)(O)[O-]
CCCCCC[C@H](C/C=C\CCCCCCCO)O
CCCCCC[C@H](C/C=C\CCCCCCCN)O
CCCCCC[C@H](C/C=C\CCCCCCC[O-])O
CCCCCC[C@H](C/C=C\CCCCCCC[N-])O
CCCCCC[C@H](C/C=C\CCCCCCCCO)O
CCCCCC[C@H](C/C=C\CCCCCCCC[O-])O
CCCCCC[C@H](C/C=C\CCCCCCCC=N)O
CCCCCC[C@H](C/C=C\CCCCCCCCN)O
CCCCCC[C@H](C/C=C\CCCCCCCC=[N-])O
CCCCCC[C@H](C/C=C\CCCCCCCC[N-])O
CCCCCC[C@H](C/C=C\CCCCCCCC=CO)O
CCCCCC[C@H](C/C=C\CCCCCCCC=C[O-])O
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)[O-])O
CCCCCC[C@H](C/C=C\CCCCCCCC=NO)O
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)N)O
CCCCCC[C@H](C/C=C\CCCCCCCC=NN)O
CCCCCC[C@H](C/C=C\CCCCCCCC=N[O-])O
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)[N-])O
CCCCCC[C@H](C/C=C\CCCCCCCC=N[N-])O
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)NO)O
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)N[O-])O
CCCCCC[C@H](C/C=C\CCCCCCCOP(=O)(O)O)O
CCCCCC[C@H](C/C=C\CCCCCCCOP(=O)(O)[O-])O
CNCO.[Na+]
CNCN.[Na+]
CNC[O-].[Na+]
CNC[N-].[Na+]
CNCCO.[Na+]
CNCC[O-].[Na+]
CNCC=N.[Na+]
CNCCN.[Na+]
CNCC=[N-].[Na+]
CNCC[N-].[Na+]
CNCC=CO.[Na+]
CNCC=C[O-].[Na+]
CNCC(=O)O.[Na+]
CNCC=NO.[Na+]
CNCC(=O)N.[Na+]
CNCC=NN.[Na+]
CNCC=N[O-].[Na+]
CNCC(=O)[N-].[Na+]
CNCC=N[N-].[Na+]
CNCC(=O)NO.[Na+]
CNCC(=O)N[O-].[Na+]
CNCOP(=O)(O)O.[Na+]
CNCOP(=O)(O)[O-].[Na+]
C(C(C(=O)O)O)C(=O)O.[Na+]
C(C(C(=O)O)N)C(=O)O.[Na+]
C(C(C(=O)O)[O-])C(=O)O.[Na+]
C(C(C(=O)O)[N-])C(=O)O.[Na+]
C(C(C(=O)O)CO)C(=O)O.[Na+]
C(C(C(=O)O)C[O-])C(=O)O.[Na+]
C(C(C(=O)O)C=N)C(=O)O.[Na+]
C(C(C(=O)O)CN)C(=O)O.[Na+]
C(C(C(=O)O)C=[N-])C(=O)O.[Na+]
C(C(C(=O)O)C[N-])C(=O)O.[Na+]
C(C(C(=O)O)C=CO)C(=O)O.[Na+]
C(C(C(=O)O)C=C[O-])C(=O)O.[Na+]
C(C(C(=O)O)C(=O)O)C(=O)O.[Na+]
C(C(C(=O)O)C(=O)[O-])C(=O)O.[Na+]
C(C(C(=O)O)C=NO)C(=O)O.[Na+]
C(C(C(=O)O)C(=O)N)C(=O)O.[Na+]
C(C(C(=O)O)C=NN)C(=O)O.[Na+]
C(C(C(=O)O)C=N[O-])C(=O)O.[Na+]
C(C(C(=O)O)C(=O)[N-])C(=O)O.[Na+]
C(C(C(=O)O)C=N[N-])C(=O)O.[Na+]
C(C(C(=O)O)C(=O)NO)C(=O)O.[Na+]
C(C(C(=O)O)C(=O)N[O-])C(=O)O.[Na+]
C(C(C(=O)O)OP(=O)(O)O)C(=O)O.[Na+]
C(C(C(=O)O)OP(=O)(O)[O-])C(=O)O.[Na+]
CCCCCCCCCCCCO
CCCCCCCCCCCC[O-]
CCCCCCCCCCCC[N-]
CCCCCCCCCCCCCO
CCCCCCCCCCCCC[O-]
CCCCCCCCCCCCC=N
CCCCCCCCCCCCCN
CCCCCCCCCCCCC=[N-]
CCCCCCCCCCCCC[N-]
CCCCCCCCCCCCC=CO
CCCCCCCCCCCCC=C[O-]
CCCCCCCCCCCCC(=O)O
CCCCCCCCCCCCC(=O)[O-]
CCCCCCCCCCCCC=NO
CCCCCCCCCCCCC(=O)N
CCCCCCCCCCCCC=NN
CCCCCCCCCCCCC=N[O-]
CCCCCCCCCCCCC(=O)[N-]
CCCCCCCCCCCCC=N[N-]
CCCCCCCCCCCCC(=O)NO
CCCCCCCCCCCCC(=O)N[O-]
CCCCCCCCCCCCOP(=O)(O)O
CCCCCCCCCCCCOP(=O)(O)[O-]
